metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6393700787401575,0.6393700787401575,0.696765873015873,0.7003453395009653,0.4,0.6,635
single_metric,0.6377952755905512,0.637223974763407,0.6878670634920635,0.6905171171909602,0.4,0.6,635
