error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4581901192831544,0.4546577338113349,0.15258500416191811,0.15000118563000092,-0.003532385471819499,73
False Negative,0.5568098477391662,0.5483946141411628,0.14676088989645678,0.13880505636225032,0.008415233598003447,30
