Group,Count,Mean_confidence,Std_confidence,Median_confidence,Uncertain_count,Uncertain_pct,High_confidence_wrong,Low_confidence_correct
A (Both correct),1247,0.5087792074080805,0.12308566658676386,0.527908063077011,607,48.67682437850842,0,0
B (LogReg wins),66,0.5082649377329627,0.02188954838061889,0.5090226210445963,66,100.0,0,0
C (Both wrong),611,0.4946768918182997,0.09714225540934722,0.4873196465126205,414,67.75777414075287,11,8
D (Base wins),78,0.5035310288164216,0.02569318949344406,0.5053262213169165,77,98.71794871794873,0,0
