Stratum,QPP_Range,QPP_Mean,Count,RoBERTa_AUC,LogReg_AUC,L1_AUC,L2_AUC,ENet_AUC
1,0.258 - 0.996,0.7968302630949234,667,0.7472933525477589,0.7512193770092006,0.7513117540553523,0.7509699589845915,0.7513302294645827
2,0.996 - 1.519,1.2296478352124902,667,0.7107303471847456,0.7066109012412305,0.7074024105054866,0.7077981651376146,0.7075373268573484
3,1.520 - 10.925,2.348631716574024,668,0.6997273346966598,0.6893857855272127,0.6975298676138199,0.6923007928820005,0.6941933053492628
