error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.3945165401239701,0.4238376781707129,0.07102413909018516,0.11403614281610386,0.0293211380467428,225
False Negative,0.4628671131843281,0.5536189114554619,0.07888600913800412,0.1306434690664062,-0.09075179827113389,168
