feature,threshold,direction,correction_direction,cohens_d,pvalue,error_median,correct_median
WIG,1.4417181205749512,高い,answer,0.10507636294654367,1.0717054096493302e-06,1.4417181205749512,1.1886801147460937
SClarity,8.457386332249694,高い,answer,0.08286452054471465,0.00047257128810842294,8.457386332249694,8.091712576199273
AvgIDF,5.937263430785406,高い,answer,0.07963060685480898,0.0007544258308449718,5.937263430785406,5.614875914792668
nSigma,0.3292573613798045,高い,answer,0.07597313825741937,3.293062018933245e-05,0.3292573613798045,0.2788638405412948
