feature,coefficient
nqc,-0.8331965412393446
smv,0.5697798772348721
clarity,-0.1898354802559211
wig,0.16862596151323625
pre_avgictf,-0.11661469925133419
pre_simplified_clarity,0.0867024113706445
pre_maxscq,-0.06560783195521314
pre_maxidf,0.06446750087067403
pre_avgidf,0.04578860973869919
n_sigma_50,0.04366242938689532
