feature,coefficient
pre_avgidf,-9.901407903665875
pre_simplified_clarity,9.191312992500693
transfer_logit_clarification,0.7963596600672284
n_sigma_50,0.7477257248383011
pre_maxscq,-0.4019328460124839
wig,-0.24951448591237588
pre_maxidf,0.20135181437460745
clarity,-0.12601068345719346
nqc,0.0
pre_avgictf,0.0
smv,0.0
