metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6181818181818182,0.6111111111111112,0.6544190665342602,0.6744268484634883,0.4,0.6,110
single_metric,0.5636363636363636,0.5555555555555556,0.5858987090367428,0.6457977187015143,0.4,0.6,110
