Model,AUC-ROC,Average Precision,Accuracy,F1 Score
BOLASSO,0.6034340757046538,0.22981509258433602,0.5881748071979435,0.31945624468988953
L1,0.6029773470052449,0.229424035395158,0.5907455012853471,0.3219761499148211
ElasticNet,0.6018261660620626,0.230563296396089,0.5938303341902313,0.32013769363166955
L2,0.6013600781679938,0.23118280512695055,0.5989717223650386,0.32525951557093424
LARS-Traps,0.6013600781679938,0.23118280512695055,0.5989717223650386,0.32525951557093424
No Penalty,0.5997371938139466,0.226940011140713,0.5917737789203085,0.3213675213675214
LARS-CV,0.5964989124615805,0.22798865938571264,0.5969151670951157,0.3194444444444444
RandomForest,0.5731121568451278,0.20948359460292393,0.8272493573264782,0.005917159763313609
