error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.45713434110218915,0.4537010908875625,0.1534483214675903,0.14882196450272211,-0.0034332502146266486,244
False Negative,0.5579353104813812,0.551294113950134,0.1635380988310554,0.15573480573405918,0.006641196531247284,137
