metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.5995203836930456,0.5856079404466501,0.6551453622519612,0.6417531124461339,0.4,0.6,417
single_metric,0.6091127098321343,0.5852417302798982,0.6548223350253808,0.642127006186457,0.4,0.6,417
