cluster,n_samples,qa_pairs_mean,qa_pairs_std,clarity_mean,clarity_std,wig_mean,wig_std,nqc_mean,nqc_std,smv_mean,smv_std,n_sigma_50_mean,n_sigma_50_std,avgidf_mean,avgidf_std,avgictf_mean,avgictf_std,maxidf_mean,maxidf_std,maxscq_mean,maxscq_std,simplified_clarity_mean,simplified_clarity_std,1 QA pair_count,1 QA pair_percentage,2 QA pairs_count,2 QA pairs_percentage,3 QA pairs_count,3 QA pairs_percentage,4+ QA pairs_count,4+ QA pairs_percentage
0,122,4.327868852459017,4.73852266783301,1.2812249147215773,0.11625357450470214,3.234049694342692,1.0596494553375264,0.1645295024288426,0.045227758117112236,5.238155145523752,3.0829600994915283,0.7221253880694796,0.16267638472487342,6.608133386789708,1.4933218016008156,10.878436505910704,1.6012118542630414,13.04868791956297,2.4739932443294292,80.11647660257296,3.45098215112811,9.042938173354441,1.5983342852226778,0,0.0,45,36.885245901639344,17,13.934426229508196,60,49.18032786885246
1,520,4.194230769230769,2.7641326089011957,1.2185398639203877,0.11312993603864117,1.1024185621188236,0.4138414585709993,0.06788242098050792,0.021791514081104694,0.6686169437371628,0.5396285612631152,0.25754628341974084,0.09791409653418577,4.240847165182821,0.7030118277420391,8.48637165510376,0.8952298757113563,8.208451622034097,2.7760068650001024,74.88825487402801,7.2108172681770615,6.726884460543788,0.8237647121105086,0,0.0,176,33.84615384615385,80,15.384615384615385,264,50.76923076923077
2,530,4.050943396226415,2.537292563080811,1.225560450261407,0.12107318319052926,1.3118869812983387,0.4733668800077069,0.07711108052537233,0.024135958469038765,0.9185018900011015,0.618749719464286,0.30484354945782,0.10780111010201107,6.803364221935524,1.2335889384010734,11.143298442691645,1.2823877892193534,14.39815993008041,1.9170853219312802,77.05770066211778,6.345926321697901,9.381626191678027,1.3306713789914166,0,0.0,176,33.20754716981132,91,17.169811320754715,263,49.62264150943396
