integrated_auc,integrated_ap,integrated_f1,integrated_accuracy,best_qpp_metric,best_qpp_auc,best_qpp_ap,best_qpp_f1,best_qpp_accuracy,mean_qpp_auc,mean_qpp_ap,mean_qpp_f1,mean_qpp_accuracy,auc_improvement_vs_best,auc_improvement_vs_mean,ap_improvement_vs_best,ap_improvement_vs_mean,f1_improvement_vs_best,f1_improvement_vs_mean,integrated_better_auc,integrated_better_ap,integrated_better_f1
0.5671345787622819,0.5745481148275037,0.565359477124183,0.5460750853242321,wig,0.5218125313985957,0.5464153493706856,0.06707317073170732,0.4778156996587031,0.5050740130618158,0.5358077018521108,0.3257320393779784,0.49274744027303746,0.04532204736368617,0.06206056570046614,0.028132765456818087,0.03874041297539288,0.4982863063924757,0.2396274377462046,True,True,True
