Model,AUC-ROC,Average Precision,Accuracy,F1 Score
RandomForest,0.5166529621756046,0.5448983100398725,0.499000999000999,0.46046261430876817
No Penalty,0.5018611367373953,0.5141265038420907,0.49100899100899104,0.439802089059923
LARS-CV,0.4876178251975452,0.5122702117943796,0.485014985014985,0.41253561253561255
LARS-Traps,0.4876178251975452,0.5122702117943796,0.485014985014985,0.41253561253561255
L2,0.4876178251975452,0.5122702117943796,0.485014985014985,0.41253561253561255
ElasticNet,0.4842956560105892,0.5107661388197688,0.47952047952047955,0.41460674157303373
L1,0.48160823873891945,0.5090030381925444,0.4805194805194805,0.41834451901565994
L1,0.48160823873891945,0.5090030381925444,0.4805194805194805,0.41834451901565994
BOLASSO,0.48160823873891945,0.5090030381925444,0.4805194805194805,0.41834451901565994
