metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.5971223021582733,0.5961538461538461,0.6503568961547318,0.6321878929860449,0.4,0.6,417
single_metric,0.6258992805755396,0.6303317535545023,0.6956251439097398,0.7002472983492792,0.4,0.6,417
