Model,AUC-ROC,Average Precision,Accuracy,F1 Score
L1,0.5922355701736793,0.6053602621673073,0.5724275724275725,0.5954631379962193
L1,0.5922355701736793,0.6053602621673073,0.5724275724275725,0.5954631379962193
BOLASSO,0.5922355701736793,0.6053602621673073,0.5724275724275725,0.5954631379962193
ElasticNet,0.5860525049135614,0.5989371370162202,0.563936063936064,0.5876239962210675
No Penalty,0.5860073803698207,0.5990398130946007,0.5629370629370629,0.586679263108172
L2,0.5733624804460311,0.5876656304144233,0.5729270729270729,0.5863570391872278
LARS-Traps,0.5733624804460311,0.5876656304144233,0.5729270729270729,0.5863570391872278
LARS-CV,0.5733624804460311,0.5876656304144233,0.5729270729270729,0.5863570391872278
RandomForest,0.56728069471742,0.5941306581214195,0.5399600399600399,0.5013535462912831
