metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6642685851318945,0.6982758620689655,0.7305250080522708,0.723940507771195,0.4,0.6,417
single_metric,0.6594724220623501,0.6712962962962963,0.7231859384346385,0.7239129107505065,0.4,0.6,417
