error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.47879823766138124,0.44173210976905014,0.13955847630941456,0.13025927821864253,-0.0370661278923311,207
False Negative,0.5814962539473396,0.5426450902443319,0.14466790083973177,0.14343518373483094,0.038851163703007674,162
