feature,coefficient
bert_logit_clarification,3.0566276382055713
pre_avgidf,-2.8363412896162212
pre_simplified_clarity,2.47248291235051
clarity,0.5936552689227584
n_sigma_50,0.3516523504735227
wig,-0.22610793577412008
pre_maxscq,-0.21816137436980368
nqc,0.06950280485199094
pre_maxidf,-0.006272015961742975
pre_avgictf,0.0
smv,0.0
