Model,AUC-ROC,Average Precision,Accuracy,F1 Score
ElasticNet,0.7146945569772571,0.7234174559062793,0.6573426573426573,0.7088285229202037
L1,0.7145912719104729,0.7226802140064356,0.6578421578421578,0.7091295116772823
L1,0.7145912719104729,0.7226802140064356,0.6578421578421578,0.7091295116772823
No Penalty,0.7145672054871446,0.7212802527983718,0.6563436563436563,0.7092138630600169
BOLASSO,0.7145672054871446,0.7234668554538406,0.6578421578421578,0.7091295116772823
LARS-CV,0.7145100477317397,0.7224787888244677,0.6578421578421578,0.7101142615319509
L2,0.7144679314909148,0.7225957808241175,0.6573426573426573,0.7095681625740897
LARS-Traps,0.7144348401588384,0.7224282368020868,0.6578421578421578,0.7101142615319509
RandomForest,0.5949751313625607,0.6246844428102315,0.5674325674325674,0.5792031098153547
