Metric,AUC-ROC,AUC-PR,p-value
AvgIDF,0.5577,0.5302,-
AvgICTF,0.5501,0.5206,-
MaxIDF,0.5392,0.5210,-
MaxSCQ,0.5362,0.5162,-
Simplified Clarity,0.5470,0.5200,-
BERT,0.6837,0.6618,-
LARS-CV,0.6861,0.6632,0.0011
