feature,coefficient
bert_logit_clarification,3.208047063718201
pre_avgidf,-2.880066500881444
pre_simplified_clarity,2.659109671226296
clarity,0.736499288184975
n_sigma_50,0.3644786644981394
pre_maxscq,-0.2242279626237706
smv,-0.16859248285217307
pre_maxidf,-0.04162130940599494
wig,0.03159809173091961
nqc,0.0013591401304577256
pre_avgictf,0.0
