error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.45516196686633387,0.4587997889835387,0.1621790324355262,0.1554794811794236,0.003637822117204814,244
False Negative,0.5474663073958351,0.5420358352219368,0.162347700753199,0.15517029982827785,0.00543047217389836,142
