Model,AUC-ROC,Average Precision,Accuracy,F1 Score
L1,0.7187828406401668,0.7329860392851475,0.6568431568431569,0.6714490674318508
L1,0.7187828406401668,0.7329860392851475,0.6568431568431569,0.6714490674318508
BOLASSO,0.7187828406401668,0.7329860392851475,0.6568431568431569,0.6714490674318508
ElasticNet,0.7180969475753078,0.732421077349359,0.6563436563436563,0.6711281070745698
L2,0.7176988488227508,0.731903169547612,0.6568431568431569,0.6711345141215893
LARS-CV,0.7176988488227508,0.731903169547612,0.6568431568431569,0.6711345141215893
LARS-Traps,0.7176988488227508,0.731903169547612,0.6568431568431569,0.6711345141215893
No Penalty,0.7130279571617665,0.726900110331548,0.6513486513486514,0.6663479923518164
RandomForest,0.667392503309133,0.6749389253173568,0.6163836163836164,0.5987460815047022
