error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4812449456582189,0.48719058554165906,0.07309607545600141,0.06926683304056612,0.005945639883440157,28
False Negative,0.528963522573334,0.5247064310439091,0.07639401708854496,0.07478505755534902,0.0042570915294248834,21
