metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.5945945945945946,0.2857142857142857,0.5914249684741488,0.2674803752873266,0.4,0.6,74
single_metric,0.6081081081081081,0.2926829268292683,0.617906683480454,0.298424042486498,0.4,0.6,74
