Model,AUC-ROC,Average Precision,Accuracy,F1 Score
L1,0.5927720508603747,0.6108052631309551,0.5689310689310689,0.585693710993759
L1,0.5927720508603747,0.6108052631309551,0.5689310689310689,0.585693710993759
BOLASSO,0.5927720508603747,0.6108052631309551,0.5689310689310689,0.585693710993759
ElasticNet,0.5876459026914284,0.6064392693408862,0.567932067932068,0.5886828340466
No Penalty,0.5874784404957683,0.6064168754221992,0.5689310689310689,0.5892432175154688
L2,0.5741406281336489,0.5925424726365125,0.5614385614385614,0.568762278978389
LARS-Traps,0.5741406281336489,0.5925424726365125,0.5614385614385614,0.568762278978389
LARS-CV,0.5741406281336489,0.5925424726365125,0.5614385614385614,0.568762278978389
RandomForest,0.5672892182423488,0.5988247919026205,0.5464535464535465,0.4983425414364641
