conv_id,turn_id,maxscq,num_terms
hobby_level3_dial5,4,73.74553767545126,6
hobby_level3_dial5,5,64.62950380233356,6
hobby_level3_dial5,6,51.23543718774601,7
food_level3_dial34,1,74.42352830041898,6
food_level3_dial34,2,73.74553767545126,6
food_level3_dial34,3,74.42352830041898,7
food_level3_dial34,4,74.42352830041898,6
food_level3_dial34,5,74.42352830041898,7
food_level3_dial34,6,73.88679815885193,4
food_level1_dial17,1,65.25019531026206,4
food_level1_dial17,2,71.82858967283883,4
food_level1_dial17,3,65.99691623277117,5
food_level1_dial17,4,73.87490786796869,3
food_level1_dial17,5,73.87490786796869,7
food_level1_dial17,6,73.87490786796869,6
food_level2_dial17,1,71.01730417382515,7
food_level2_dial17,2,65.8482805979949,4
food_level2_dial17,3,57.627000124685594,5
food_level2_dial17,4,73.88679815885193,7
food_level2_dial17,5,73.88679815885193,5
food_level2_dial17,6,73.81360068312759,4
top25_dial54,1,72.81842985561022,7
top25_dial54,2,72.05627977879163,6
top25_dial54,3,72.05627977879163,6
top25_dial26,1,57.795691940318626,8
top25_dial26,2,71.82858967283883,10
top25_dial26,3,53.65250598188911,7
top25_dial26,4,63.93670193441852,3
top25_dial26,5,56.27276374275878,10
top25_dial26,6,68.71563267241036,7
food_level1_dial18,1,74.01405422180893,6
food_level1_dial18,2,74.01405422180893,7
food_level1_dial18,3,74.01405422180893,11
food_level1_dial18,4,74.01405422180893,8
food_level1_dial18,5,73.68218446911196,8
food_level1_dial18,6,73.68218446911196,7
hobby_level3_dial15,1,69.11702022225924,6
hobby_level3_dial15,2,72.81842985561022,8
hobby_level3_dial15,3,69.11702022225924,13
hobby_level3_dial15,4,73.04372390177798,9
hobby_level3_dial15,5,69.11702022225924,8
hobby_level3_dial15,6,73.74553767545126,7
food_level2_dial6,1,57.627000124685594,5
food_level2_dial6,2,57.444286910324756,8
food_level2_dial6,3,69.6726929413039,7
food_level2_dial6,4,71.85968090820175,15
food_level2_dial6,5,73.19012570279138,6
food_level2_dial6,6,75.43677968235396,7
hobby_level1_dial21,1,70.9918950671243,9
hobby_level1_dial21,2,71.69607173706295,6
hobby_level1_dial21,3,68.84412830352925,4
hobby_level1_dial21,4,73.00660327636612,10
hobby_level1_dial21,5,70.86864941250114,5
hobby_level1_dial21,6,73.11320581105008,7
food_level3_dial35,1,26.69074201803735,4
food_level3_dial35,2,74.40236436749402,4
food_level3_dial35,3,64.32782804407003,3
food_level3_dial35,4,73.88679815885193,6
food_level3_dial35,5,51.26181917496012,5
food_level3_dial35,6,80.58841364654461,9
hobby_level3_dial16,1,75.04493121366598,8
hobby_level3_dial16,2,72.28887674947207,7
hobby_level3_dial16,3,78.43456814206283,12
hobby_level3_dial16,4,67.85912503555386,7
hobby_level3_dial16,5,73.2073614852777,5
hobby_level3_dial16,6,73.63447507361374,7
hobby_level3_dial6,1,73.22940040311936,5
hobby_level3_dial6,2,74.7003903619847,8
hobby_level3_dial6,3,73.22940040311936,5
hobby_level3_dial6,4,73.22940040311936,5
hobby_level3_dial6,5,73.22940040311936,11
hobby_level3_dial6,6,74.08581463163256,6
food_level2_dial7,1,75.94166179278223,13
food_level2_dial7,2,75.94166179278223,10
food_level2_dial7,3,75.94166179278223,6
food_level2_dial7,4,75.94166179278223,9
food_level2_dial7,5,48.9847045421325,5
food_level2_dial7,6,75.94166179278223,7
hobby_level1_dial22,1,69.42772041769908,4
hobby_level1_dial22,2,69.42772041769908,3
hobby_level1_dial22,3,69.42772041769908,8
hobby_level1_dial22,4,73.88679815885193,6
hobby_level1_dial22,5,69.42772041769908,8
hobby_level1_dial22,6,69.42772041769908,10
food_level1_dial19,1,75.47459373436496,7
food_level1_dial19,2,75.47459373436496,6
food_level1_dial19,3,75.47459373436496,14
food_level1_dial19,4,64.96785892886042,5
top25_dial55,1,78.50590198257785,4
top25_dial55,2,78.50590198257785,5
top25_dial55,3,78.50590198257785,5
top25_dial55,4,78.50590198257785,11
top25_dial55,5,78.50590198257785,5
top25_dial55,6,78.50590198257785,7
food_level3_dial36,1,58.70904748377776,6
food_level3_dial36,2,72.29871216784063,6
food_level3_dial36,3,70.299065058215,6
food_level3_dial36,4,68.0322971832823,9
food_level3_dial36,5,65.58171047684772,5
food_level3_dial36,6,68.22083766270963,7
hobby_level3_dial17,1,71.42177649019536,8
hobby_level3_dial17,2,62.61873111892962,7
hobby_level3_dial17,3,74.43640891969608,11
hobby_level3_dial17,4,70.299065058215,9
hobby_level3_dial17,5,73.74553767545126,8
hobby_level3_dial17,6,58.05540023140716,4
hobby_level1_dial23,1,73.88679815885193,5
hobby_level1_dial23,2,56.27276374275878,8
hobby_level1_dial23,3,71.17123957715654,7
hobby_level1_dial23,4,70.2192324240415,6
hobby_level1_dial23,5,70.2192324240415,5
hobby_level1_dial23,6,70.2192324240415,6
hobby_level3_dial7,1,75.57109201715595,4
hobby_level3_dial7,2,75.57109201715595,3
hobby_level3_dial7,3,75.57109201715595,4
hobby_level3_dial7,4,75.57109201715595,8
hobby_level3_dial7,5,75.57109201715595,4
hobby_level3_dial7,6,66.11711039916227,8
food_level2_dial8,1,72.60820517139966,8
food_level2_dial8,2,73.81360068312759,9
food_level2_dial8,3,73.11487190823394,10
food_level2_dial8,4,75.9057856469635,10
food_level2_dial8,5,75.9057856469635,9
food_level2_dial8,6,75.9057856469635,12
top25_dial27,1,65.95234653038438,7
top25_dial27,2,66.63178182625043,7
top25_dial27,3,76.22770218787909,6
top25_dial27,4,76.22770218787909,6
top25_dial27,5,76.22770218787909,7
top25_dial27,6,70.53118030474701,11
food_level2_dial9,1,75.63811323636241,4
food_level2_dial9,2,75.63811323636241,27
food_level2_dial9,3,75.63811323636241,7
food_level2_dial9,4,41.55559192836057,6
food_level2_dial9,5,60.84915166287579,8
food_level2_dial9,6,60.56313607900918,6
hobby_level2_dial24,1,69.59770178487301,4
hobby_level2_dial24,2,69.59770178487301,7
hobby_level2_dial24,3,70.48190904659452,8
hobby_level2_dial24,4,69.59770178487301,4
hobby_level2_dial24,5,69.59770178487301,11
hobby_level2_dial24,6,69.59770178487301,5
hobby_level2_dial24,7,69.59770178487301,10
hobby_level1_dial3,1,75.04935574282115,6
hobby_level1_dial3,2,75.04935574282115,5
hobby_level1_dial3,3,75.04935574282115,8
hobby_level1_dial3,4,75.04935574282115,10
hobby_level1_dial3,5,75.04935574282115,9
hobby_level1_dial3,6,75.04935574282115,4
food_level1_dial2,1,74.93397333624465,6
food_level1_dial2,2,73.12632248671386,5
food_level1_dial2,3,73.12632248671386,4
food_level1_dial2,4,73.12632248671386,5
food_level1_dial2,5,73.12632248671386,10
food_level1_dial2,6,73.23606115493664,10
food_level1_dial2,7,67.85912503555386,8
food_level2_dial19,1,75.47196621357023,9
food_level2_dial19,2,75.47196621357023,9
food_level2_dial19,3,75.47196621357023,5
food_level2_dial19,4,75.47196621357023,9
food_level2_dial19,5,75.47196621357023,6
food_level2_dial19,6,56.51821188979075,7
hobby_level2_dial25,1,44.685225198463215,7
hobby_level2_dial25,2,61.326043753752614,8
hobby_level2_dial25,3,56.344833538085325,8
hobby_level2_dial25,4,70.63148049219424,7
hobby_level2_dial25,5,65.99504966021095,7
hobby_level2_dial25,6,73.74553767545126,6
hobby_level3_dial18,1,65.54328984807937,6
hobby_level3_dial18,2,73.97303085775184,6
hobby_level3_dial18,3,71.14227755062286,7
hobby_level3_dial18,4,71.14227755062286,8
hobby_level3_dial18,5,65.95234653038438,7
hobby_level3_dial18,6,64.07303053944091,6
food_level3_dial37,1,73.30404995779939,8
food_level3_dial37,2,67.64351288493658,9
food_level3_dial37,3,67.64351288493658,9
food_level3_dial37,4,67.64351288493658,5
food_level3_dial37,5,68.5619929499755,6
food_level3_dial37,6,56.27276374275878,8
hobby_level3_dial8,1,71.19352051987148,5
hobby_level3_dial8,2,71.19352051987148,8
hobby_level3_dial8,3,73.98846278652002,10
hobby_level3_dial8,4,73.22203028776607,3
hobby_level3_dial8,5,72.81842985561022,5
hobby_level3_dial8,6,71.19352051987148,6
food_level3_dial38,1,67.83101928364113,7
food_level3_dial38,2,67.83101928364113,5
food_level3_dial38,3,64.92287131215258,8
food_level3_dial38,4,70.29661585474898,5
food_level3_dial38,5,72.65704428651527,3
food_level3_dial38,6,72.65704428651527,6
top25_dial56,1,71.95727091837331,6
top25_dial56,2,41.275076564576345,5
top25_dial56,3,72.368070259686,6
top25_dial56,4,73.88679815885193,6
top25_dial56,5,74.40236436749402,6
top25_dial56,6,72.368070259686,7
top25_dial28,1,76.10411557627184,5
top25_dial28,2,74.0116600515118,8
top25_dial28,3,74.0116600515118,9
top25_dial28,4,74.0116600515118,6
top25_dial28,5,74.0116600515118,10
top25_dial28,6,69.05336922176356,7
top25_dial28,7,71.4981310662657,10
hobby_level1_dial4,1,69.81307473936516,5
hobby_level1_dial4,2,69.81307473936516,6
