conv_id,turn_id,wig,num_retrieved_documents,topk_mean_score,bg_score,k,bg_count
-4469503464110108318,1,1.2957381629943854,100,13.201881942749024,11.906143779754638,50,50
4790842463458965203,1,1.134264068603515,100,11.9426540184021,10.808389949798585,50,50
-6631915997977101143,1,0.9013339233398434,100,11.078073921203613,10.17673999786377,50,50
-3098213414945179817,1,1.6610100555419915,100,12.477193756103516,10.816183700561524,50,50
-927805218867163489,1,2.33153211593628,100,11.984133853912354,9.652601737976074,50,50
-8765341210106443690,1,2.310799884796142,100,15.34963586807251,13.038835983276368,50,50
-8984315366060644345,1,3.2537844467163084,100,21.85905403137207,18.605269584655762,50,50
-3359151041540098032,1,1.4849205970764154,100,10.222037944793701,8.737117347717286,50,50
6601536662148726350,1,2.687646064758302,100,14.420493946075439,11.732847881317138,50,50
-4757397641844293607,1,0.9278478622436527,100,12.543833827972412,11.61598596572876,50,50
-6857918454805495301,1,0.9621422386169425,100,9.23455593109131,8.272413692474366,50,50
-4132174036373265970,1,1.2784324645996101,100,10.735239715576173,9.456807250976562,50,50
1561260788294720798,1,1.2005164527893075,100,11.280623703002929,10.080107250213622,50,50
-3609553841261159056,1,0.9738319587707519,100,11.497153911590576,10.523321952819824,50,50
128788970421661020,1,1.1405160713195803,100,14.87711004257202,13.736593971252441,50,50
4722519916015127979,1,1.773704204559326,100,15.003612022399903,13.229907817840576,50,50
-1911980845281550523,1,0.47649003982543947,100,9.840106029510498,9.363615989685059,50,50
-8524801800420428358,1,1.5265940475463862,100,13.92975793838501,12.403163890838623,50,50
4776000106366522865,1,0.27953235626220746,100,7.130013885498047,6.850481529235839,50,50
4723481094198751540,1,0.7187702369689944,100,8.646799983978271,7.928029747009277,50,50
-7461719336882424985,1,0.5443682575225834,100,7.84476972579956,7.300401468276977,50,50
6629199459601104475,1,1.3143501091003413,100,10.806837921142579,9.492487812042237,50,50
-1688500492894023725,1,2.0187981605529783,100,11.632010021209716,9.613211860656738,50,50
-4920697783415402962,1,0.9603340530395513,100,10.747926006317138,9.787591953277587,50,50
-4950316745090894056,1,2.1419800567626965,100,21.661720046997072,19.519739990234374,50,50
-8652199953083038138,1,0.8167141532897958,100,10.6187939453125,9.802079792022704,50,50
7030758716024791080,1,0.9031522560119629,100,13.610027980804443,12.70687572479248,50,50
1237920926774398276,1,1.4711719894409174,100,13.353715934753417,11.8825439453125,50,50
4737873499269724327,1,1.647270011901856,100,13.260347995758057,11.6130779838562,50,50
4123548744340087331,1,5.451301383972169,100,16.531751232147215,11.080449848175048,50,50
-3430387669519489370,1,0.946542148590087,100,9.72124792098999,8.774705772399903,50,50
6389345907245133102,1,0.9032042312622073,100,9.872593917846679,8.969389686584472,50,50
7063169977317265636,1,1.021535987854004,100,14.2621919631958,13.240655975341797,50,50
-1672733591597131629,1,0.8557079505920413,100,11.709691925048828,10.853983974456787,50,50
3459755935653104243,1,1.6210261154174799,100,11.094751892089844,9.473725776672364,50,50
-7563488770313519534,1,1.0235460853576663,100,10.42437795639038,9.400831871032715,50,50
3630976503357786326,1,0.7820243263244635,100,8.990919952392579,8.208895626068115,50,50
5998037098651415370,1,1.572097892761231,100,10.848497772216797,9.276399879455566,50,50
7208068189874944399,1,1.4972080421447742,100,13.80008399963379,12.302875957489015,50,50
-3713688239328074547,1,1.1973481178283698,100,10.323944034576416,9.126595916748046,50,50
2034739379280412436,1,0.4662340068817133,100,8.467955837249756,8.001721830368043,50,50
8651809831547260844,1,1.3173130416870122,100,9.906899967193603,8.589586925506591,50,50
1533477128984345682,1,4.503177757263183,100,18.022007160186767,13.518829402923584,50,50
-5492391637682725131,1,1.1739618873596185,100,9.940503902435303,8.766542015075684,50,50
-2558199766533138150,1,1.6597056961059575,100,11.341734008789063,9.682028312683105,50,50
-6363994615218497826,1,0.8185701751708987,100,8.987983989715577,8.169413814544678,50,50
3855307908076704970,1,1.3179921340942389,100,14.574540004730224,13.256547870635986,50,50
4063304367414770942,1,1.2882121276855463,100,10.574591999053956,9.286379871368409,50,50
-4110639543763413474,1,1.5884559440612793,100,12.290825881958007,10.702369937896728,50,50
5150378125952226530,1,1.7565741348266601,100,13.728371906280518,11.971797771453858,50,50
-229557364858904345,1,1.537778282165529,100,19.59971202850342,18.06193374633789,50,50
-6875166619428307308,1,0.963962135314942,100,9.785084018707275,8.821121883392333,50,50
5693531505008967478,1,1.3192440414428706,100,10.449739875793457,9.130495834350587,50,50
7754002205765507756,1,0.8613269805908209,100,12.182437896728516,11.321110916137695,50,50
-3944861237014469052,1,1.3531980514526374,100,11.788814010620117,10.43561595916748,50,50
-2590664031903851316,1,2.313680076599121,100,14.385337581634522,12.0716575050354,50,50
3204171409264914923,1,1.264989700317384,100,18.61217758178711,17.347187881469726,50,50
3240942651859718397,1,0.7700860404968262,100,8.412877988815307,7.642791948318481,50,50
2094392886389474592,1,1.339323997497558,100,11.801672039031983,10.462348041534424,50,50
4113432615092381478,1,1.0137240409851076,100,11.393000011444093,10.379275970458984,50,50
-1617571755505770769,1,0.9758320236206052,100,10.344189987182617,9.368357963562012,50,50
-5968852733411945019,1,0.9640382003784183,100,9.55763578414917,8.593597583770752,50,50
9118807424034544000,1,0.5245720672607425,100,7.523453817367554,6.998881750106811,50,50
6915912596627348551,1,1.245540027618408,100,14.095969963073731,12.850429935455322,50,50
1332897475571730747,1,1.4129640007019049,100,13.735071887969971,12.322107887268066,50,50
-4283713808554560002,1,0.9285101318359369,100,12.240663928985596,11.312153797149659,50,50
1109919554091311092,1,0.6687201118469229,100,9.204121894836426,8.535401782989503,50,50
8505647719348789352,1,1.5360142326354969,100,17.55198585510254,16.015971622467042,50,50
-8086186598590428328,1,0.7133740901947024,100,8.385189933776855,7.671815843582153,50,50
2217144977440365678,1,2.1639341545104984,100,12.542843761444091,10.378909606933593,50,50
3141501970999254639,1,1.055255985260009,100,10.616961936950684,9.561705951690675,50,50
6267368935580291991,1,1.2692659950256353,100,13.942383975982667,12.67311798095703,50,50
