conv_id,turn_id,nsv,score_mean,score_std,score_range,num_retrieved_documents
-4469503464110108318,1,0.2294708655527505,12.554012861251831,0.8062001974814486,3.513300895690918,100
4790842463458965203,1,0.19952075037556088,11.375521984100342,0.8479831682667323,4.250100135803223,100
-6631915997977101143,1,0.194777461831586,10.627406959533692,0.5751778581629804,2.953000068664551,100
-3098213414945179817,1,0.1766151301403108,11.646688728332519,1.216436675154728,6.887499809265137,100
-927805218867163489,1,0.24414553382893953,10.818367795944214,1.5975418398617545,6.543399810791016,100
-8765341210106443690,1,0.19855500620559688,14.19423592567444,1.5349096369381163,7.730400085449219,100
-8984315366060644345,1,0.25998214860310337,20.232161808013917,2.1742304390108855,8.362998962402344,100
-3359151041540098032,1,0.22251772556623517,9.479577646255493,1.2103182899881588,5.439199447631836,100
6601536662148726350,1,0.20968637892711442,13.076670913696288,1.7198056153419101,8.201799392700195,100
-4757397641844293607,1,0.20996361081979406,12.079909896850586,0.6783926155823911,3.2310009002685547,100
-6857918454805495301,1,0.18263908379289134,8.753484811782837,0.6801662325758059,3.724100112915039,100
-4132174036373265970,1,0.17719615472456668,10.096023483276367,1.059119202376897,5.977100372314453,100
1561260788294720798,1,0.23372746455319696,10.680365476608277,0.7507794001548785,3.212200164794922,100
-3609553841261159056,1,0.17642958183000612,11.0102379322052,0.6825001273178615,3.8683996200561523,100
128788970421661020,1,0.2430044889379262,14.306852006912232,0.7206541157314728,2.96560001373291,100
4722519916015127979,1,0.2358157049328526,14.11675992012024,1.1955621633406759,5.0699005126953125,100
-1911980845281550523,1,0.23724079001517878,9.601861009597778,0.32506736776487183,1.3702001571655273,100
-8524801800420428358,1,0.18288219941405212,13.166460914611816,1.1021580161905202,6.0266008377075195,100
4776000106366522865,1,0.2303884096605968,6.990247707366944,0.18209922521482386,0.7904009819030762,100
4723481094198751540,1,0.2007860898135379,8.287414865493774,0.5131088586460013,2.555500030517578,100
-7461719336882424985,1,0.24580411981540554,7.572585597038269,0.36224154281151644,1.4737000465393066,100
6629199459601104475,1,0.2762993607242397,10.149662866592408,0.8309151716410496,3.00730037689209,100
-1688500492894023725,1,0.19243260392975306,10.622610940933228,1.8733891413697368,9.735300064086914,100
-4920697783415402962,1,0.17877237749368813,10.267758979797364,0.6830355675875642,3.820699691772461,100
-4950316745090894056,1,0.1762336014003084,20.590730018615723,1.5253372357161419,8.655200958251953,100
-8652199953083038138,1,0.15649432906334027,10.210436868667603,0.6235829847779476,3.9847002029418945,100
7030758716024791080,1,0.21738418246961902,13.158451852798462,0.6401099012148972,2.9446020126342773,100
1237920926774398276,1,0.24612371946909525,12.61812994003296,0.9555017977824802,3.8822011947631836,100
4737873499269724327,1,0.24583281518274744,12.436712989807129,1.016616979268512,4.13539981842041,100
4123548744340087331,1,0.2581566695862524,13.806100540161133,3.527349462286486,13.663599967956543,100
-3430387669519489370,1,0.15736988481506053,9.247976846694947,0.7810896685216447,4.963399887084961,100
6389345907245133102,1,0.21791369194537463,9.420991802215577,0.6384217210142004,2.9296998977661133,100
7063169977317265636,1,0.2420083765523821,13.7514239692688,0.6598599652833542,2.72659969329834,100
-1672733591597131629,1,0.21799116907558516,11.281837949752807,0.5915408709968331,2.7136001586914062,100
3459755935653104243,1,0.2193262552602164,10.284238834381103,1.0926175934472038,4.9816999435424805,100
-7563488770313519534,1,0.2390364312996168,9.912604913711547,0.7153405297172806,2.992600440979004,100
3630976503357786326,1,0.19266277110617988,8.599907789230347,0.5683165531330517,2.9497995376586914,100
5998037098651415370,1,0.1811632428722911,10.062448825836181,1.1020340077202349,6.083099365234375,100
7208068189874944399,1,0.19382973118772895,13.051479978561401,1.0616637114455625,5.477300643920898,100
-3713688239328074547,1,0.2124410286935513,9.725269975662231,0.9290471951781232,4.373200416564941,100
2034739379280412436,1,0.22514591006403617,8.2348388338089,0.2974176621671065,1.3209996223449707,100
8651809831547260844,1,0.19894980629579906,9.248243446350097,0.9551186738890555,4.800802230834961,100
1533477128984345682,1,0.3071127209276843,15.770418281555175,2.574157604371048,8.381800651550293,100
-5492391637682725131,1,0.13139439364083974,9.353522958755493,1.0831363693089484,8.243398666381836,100
-2558199766533138150,1,0.24568384834496226,10.511881160736085,1.116706680418146,4.545299530029297,100
-6363994615218497826,1,0.15934415179533798,8.578698902130126,0.5909118162899892,3.708399772644043,100
3855307908076704970,1,0.22073007285135188,13.915543937683106,0.9724706328508992,4.40570068359375,100
4063304367414770942,1,0.23872401633747878,9.930485935211182,0.805550353877207,3.3744001388549805,100
-4110639543763413474,1,0.24124940116565832,11.496597909927369,0.9508361293470161,3.9412994384765625,100
5150378125952226530,1,0.21823231712238744,12.850084838867188,1.289360233630813,5.908200263977051,100
-229557364858904345,1,0.2338276913090637,18.830822887420656,0.9557242159711699,4.087301254272461,100
-6875166619428307308,1,0.23326647835976794,9.303102951049805,0.6753530558245495,2.895199775695801,100
5693531505008967478,1,0.16825237813840133,9.79011785507202,0.9581974026096163,5.695000648498535,100
7754002205765507756,1,0.2471666868416577,11.751774406433105,0.5732783723515796,2.319399833679199,100
-3944861237014469052,1,0.19899317964388444,11.112214984893798,1.04592799201288,5.256099700927734,100
-2590664031903851316,1,0.24583515478144632,13.22849754333496,1.378350675354635,5.606808662414551,100
3204171409264914923,1,0.16758200981217028,17.97968273162842,0.8566960931104781,5.112100601196289,100
3240942651859718397,1,0.21501568725204892,8.027834968566895,0.5689745503207443,2.646200180053711,100
2094392886389474592,1,0.20507331031890258,11.132010040283204,0.9506787305645577,4.635799407958984,100
4113432615092381478,1,0.21919714051564865,10.886137990951537,0.7436482319576531,3.3926000595092773,100
-1617571755505770769,1,0.20247772219794458,9.856273975372314,0.6694722081329517,3.306399345397949,100
-5968852733411945019,1,0.25673138508403387,9.07561668395996,0.5824980633012783,2.2689008712768555,100
9118807424034544000,1,0.2444390542700746,7.261167783737182,0.3431927343125461,1.404001235961914,100
6915912596627348551,1,0.2637428983424426,13.473199949264526,0.7621378364376878,2.889699935913086,100
1332897475571730747,1,0.259243551233663,13.028589887619018,0.8350493649036224,3.221099853515625,100
-4283713808554560002,1,0.2638795769910089,11.776408863067626,0.641728749726807,2.4319000244140625,100
1109919554091311092,1,0.20769426548479603,8.869761838912964,0.4430951364519593,2.1334009170532227,100
8505647719348789352,1,0.2060650620353269,16.78397873878479,0.9715140644586302,4.714598655700684,100
-8086186598590428328,1,0.2001623422049878,8.028502888679505,0.45168670380475323,2.2566018104553223,100
2217144977440365678,1,0.2840561402938514,11.460876684188843,1.3391543505874701,4.714400291442871,100
3141501970999254639,1,0.21236047168508718,10.089333944320678,0.667215581795594,3.1419010162353516,100
6267368935580291991,1,0.18947708194260496,13.307750978469848,0.8891210480001783,4.692499160766602,100
2375410666129136218,1,0.20490991038817613,12.030672826766967,0.6669612629451266,3.2548999786376953,100
-1120514028652364195,1,0.20816872301147207,9.488155937194824,0.4930892599147986,2.3687000274658203,100
369553729358573631,1,0.18971068739301303,11.479663028717042,0.8178427487458586,4.310999870300293,100
-3521200059945079578,1,0.25860417232332633,10.45950493812561,0.47492635925348325,1.8364992141723633,100
-228017844504433803,1,0.24428863512300664,9.492895793914794,0.7648186862576019,3.1307992935180664,100
-6567021105969776914,1,0.23391213245631776,9.311418552398681,0.6896430016353852,2.9482994079589844,100
3191215928530494096,1,0.21526640228511598,8.62626977443695,0.5838024600043021,2.7119998931884766,100
-2071940157427414850,1,0.20718157012003305,13.804101963043212,0.8201074800591747,3.958399772644043,100
-3800524559144424177,1,0.200129751155389,11.72035099029541,0.5813568335126154,2.9048995971679688,100
-6839117089970381436,1,0.2815416081403312,14.478850631713867,1.0930290913940128,3.88230037689209,100
-4490620988150231901,1,0.2038398599218501,7.388184924125671,0.3815474387599786,1.8717999458312988,100
1022217780810569079,1,0.23925892839136523,11.95257396697998,1.115640450259574,4.662899971008301,100
-862554052027960093,1,0.2491343430482376,12.600219764709472,2.998630910188249,12.036200523376465,100
-3516190339598522976,1,0.20909738616564874,10.512302780151368,0.6169000637106488,2.9503002166748047,100
