conv_id,turn_id,nqc,num_retrieved_documents,score_mean,score_std
-4469503464110108318,1,0.06421852569307132,100,12.554012861251831,0.8062001974814486
4790842463458965203,1,0.07454455008323707,100,11.375521984100342,0.8479831682667323
-6631915997977101143,1,0.054122125966673054,100,10.627406959533692,0.5751778581629804
-3098213414945179817,1,0.1044448515392656,100,11.646688728332519,1.216436675154728
-927805218867163489,1,0.14766939615980426,100,10.818367795944214,1.5975418398617545
-8765341210106443690,1,0.10813612264692472,100,14.19423592567444,1.5349096369381163
-8984315366060644345,1,0.10746406931906197,100,20.232161808013917,2.1742304390108855
-3359151041540098032,1,0.1276763939442222,100,9.479577646255493,1.2103182899881588
6601536662148726350,1,0.13151708310871493,100,13.076670913696288,1.7198056153419101
-4757397641844293607,1,0.05615874798530229,100,12.079909896850586,0.6783926155823911
-6857918454805495301,1,0.07770233766331004,100,8.753484811782837,0.6801662325758059
-4132174036373265970,1,0.10490458982502197,100,10.096023483276367,1.059119202376897
1561260788294720798,1,0.07029529109272586,100,10.680365476608277,0.7507794001548785
-3609553841261159056,1,0.061987772791134044,100,11.0102379322052,0.6825001273178615
128788970421661020,1,0.050371256750492345,100,14.306852006912232,0.7206541157314728
4722519916015127979,1,0.08469097513209622,100,14.11675992012024,1.1955621633406759
-1911980845281550523,1,0.03385462124893734,100,9.601861009597778,0.32506736776487183
-8524801800420428358,1,0.08370951186794412,100,13.166460914611816,1.1021580161905202
4776000106366522865,1,0.026050468143340832,100,6.990247707366944,0.18209922521482386
4723481094198751540,1,0.0619142237928051,100,8.287414865493774,0.5131088586460013
-7461719336882424985,1,0.04783591260469787,100,7.572585597038269,0.36224154281151644
6629199459601104475,1,0.08186628290640124,100,10.149662866592408,0.8309151716410496
-1688500492894023725,1,0.1763586327115501,100,10.622610940933228,1.8733891413697368
-4920697783415402962,1,0.06652236081227572,100,10.267758979797364,0.6830355675875642
-4950316745090894056,1,0.07407883228701026,100,20.590730018615723,1.5253372357161419
-8652199953083038138,1,0.06107309538257996,100,10.210436868667603,0.6235829847779476
7030758716024791080,1,0.04864629276876233,100,13.158451852798462,0.6401099012148972
1237920926774398276,1,0.07572451720844971,100,12.61812994003296,0.9555017977824802
4737873499269724327,1,0.08174322106666851,100,12.436712989807129,1.016616979268512
4123548744340087331,1,0.25549208858979655,100,13.806100540161133,3.527349462286486
-3430387669519489370,1,0.08446059948785356,100,9.247976846694947,0.7810896685216447
6389345907245133102,1,0.06776587162129362,100,9.420991802215577,0.6384217210142004
7063169977317265636,1,0.047984846279046166,100,13.7514239692688,0.6598599652833542
-1672733591597131629,1,0.05243302320343948,100,11.281837949752807,0.5915408709968331
3459755935653104243,1,0.10624195052671165,100,10.284238834381103,1.0926175934472038
-7563488770313519534,1,0.07216473731620135,100,9.912604913711547,0.7153405297172806
3630976503357786326,1,0.0660840286967674,100,8.599907789230347,0.5683165531330517
5998037098651415370,1,0.10951946457513106,100,10.062448825836181,1.1020340077202349
7208068189874944399,1,0.08134431598481326,100,13.051479978561401,1.0616637114455625
-3713688239328074547,1,0.09552919327721396,100,9.725269975662231,0.9290471951781232
2034739379280412436,1,0.036116998543557474,100,8.2348388338089,0.2974176621671065
8651809831547260844,1,0.1032756846670166,100,9.248243446350097,0.9551186738890555
1533477128984345682,1,0.16322697080151266,100,15.770418281555175,2.574157604371048
-5492391637682725131,1,0.11579983008381498,100,9.353522958755493,1.0831363693089484
-2558199766533138150,1,0.10623281060189893,100,10.511881160736085,1.116706680418146
-6363994615218497826,1,0.06888128643182283,100,8.578698902130126,0.5909118162899892
3855307908076704970,1,0.06988376718911157,100,13.915543937683106,0.9724706328508992
4063304367414770942,1,0.08111892601558537,100,9.930485935211182,0.805550353877207
-4110639543763413474,1,0.08270586975351764,100,11.496597909927369,0.9508361293470161
5150378125952226530,1,0.10033865533174782,100,12.850084838867188,1.289360233630813
-229557364858904345,1,0.05075318384570499,100,18.830822887420656,0.9557242159711699
-6875166619428307308,1,0.07259438698873472,100,9.303102951049805,0.6753530558245495
