error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4019420033311759,0.4426534220251229,0.08208519176289693,0.12736301586608273,0.04071141869394701,212
False Negative,0.45132096651719267,0.5408851977385049,0.07400908755432403,0.12764289193065573,-0.08956423122131218,151
