metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6330935251798561,0.6466512702078522,0.6756619848031316,0.6517992453817434,0.4,0.6,417
single_metric,0.6211031175059952,0.6291079812206573,0.6734975823163711,0.6591283348512305,0.4,0.6,417
