error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4280875774172915,0.4331599582089145,0.16543229139201565,0.1549800950211139,0.005072380791623032,234
False Negative,0.552860977562536,0.5503616916476657,0.16608182291971957,0.1573325266448182,0.002499285914870364,137
