metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.4909090909090909,0.48148148148148145,0.5597484276729561,0.5338695092469782,0.4,0.6,110
single_metric,0.5181818181818182,0.5225225225225225,0.5365772922873221,0.5145321899793848,0.4,0.6,110
