feature,coefficient
pre_avgidf,-4.954730626405663
pre_simplified_clarity,3.3249265184396926
n_sigma_50,2.068849834328598
pre_avgictf,0.9495869281681876
wig,-0.9085102674583834
clarity,0.7842464397090355
transfer_logit_clarification,0.7568755832835814
nqc,-0.5187109273742223
pre_maxscq,-0.457681828480973
smv,-0.4226597554938288
pre_maxidf,0.020397753792014733
