feature,coefficient
nqc,-0.753977767499243
smv,0.55631605313202
bert_logit_clarification,0.3275537105403976
pre_avgictf,-0.1683475957528449
clarity,-0.16733932050828154
pre_avgidf,0.14526488058076606
wig,0.07000285692461486
n_sigma_50,0.06933909710060358
pre_maxscq,-0.04812874269095412
pre_simplified_clarity,0.04498214189759127
pre_maxidf,0.038923229804008426
