metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.5540540540540541,0.35294117647058826,0.5923632610939112,0.3455521056244595,0.4,0.6,74
single_metric,0.6891891891891891,0.4888888888888889,0.6821465428276574,0.4733597963476105,0.4,0.6,74
