metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.4636363636363636,0.593103448275862,0.5636604774535809,0.5458247460214495,0.4,0.6,110
single_metric,0.5272727272727272,0.44680851063829785,0.5566976127320955,0.5389291553806114,0.4,0.6,110
