error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.5068853531337896,0.44273695137595576,0.13342190660472814,0.12946666646214344,-0.06414840175783382,220
False Negative,0.6055587361428941,0.543931002870836,0.13760108992188047,0.14050437273193475,0.06162773327205817,157
