metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6282973621103117,0.6790890269151139,0.696589908724459,0.742107215559118,0.4,0.6,417
single_metric,0.6378896882494005,0.651270207852194,0.6981420562479729,0.7456255755089296,0.4,0.6,417
