metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6803149606299213,0.7160839160839161,0.7283980099502487,0.7235729374093866,0.4,0.6,635
single_metric,0.6724409448818898,0.6780185758513931,0.7265472636815922,0.7315065248704224,0.4,0.6,635
