Model,AUC-ROC,Average Precision,Accuracy,F1 Score
L1,0.6925223617183427,0.7029555167298998,0.6243756243756243,0.5956989247311828
BOLASSO,0.6925223617183427,0.7029555167298998,0.6243756243756243,0.5956989247311828
No Penalty,0.6909329750110305,0.7034553621369242,0.6303696303696303,0.6042780748663101
ElasticNet,0.689360635353576,0.698246807869242,0.6243756243756243,0.6025369978858351
L2,0.6881131924110546,0.6958135396539419,0.6273726273726273,0.6077812828601472
LARS-Traps,0.6881131924110546,0.6958135396539419,0.6273726273726273,0.6077812828601472
LARS-CV,0.6880760900084232,0.6955719221365253,0.6273726273726273,0.6090146750524109
RandomForest,0.6117499298062653,0.6281249177772169,0.570929070929071,0.5313693398799781
