metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6551181102362205,0.6928471248246845,0.7184862155388471,0.7630931863680143,0.4,0.6,635
single_metric,0.6551181102362205,0.665648854961832,0.7173433583959901,0.7602851981952565,0.4,0.6,635
