error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.48723106282534295,0.4574165248885719,0.11633909560438824,0.1135637630242447,-0.02981453793677108,61
False Negative,0.5851089235394421,0.5515844875122324,0.12218185643073681,0.11835022138176912,0.03352443602720967,34
