error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.44445755318002766,0.4461080703686588,0.14854733425312694,0.14618404091479256,0.0016505171886311287,247
False Negative,0.5502540624732992,0.5465676527100336,0.1536016179619889,0.15036740081043803,0.003686409763265619,135
