metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6258992805755396,0.6267942583732058,0.6911074288870477,0.6919633876908011,0.4,0.6,417
single_metric,0.6211031175059952,0.6220095693779905,0.6824081745374206,0.686659639829633,0.4,0.6,417
