error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.4528265194650337,0.4519864115736133,0.11607630483066951,0.10897841597654948,-0.0008401078914204163,71
False Negative,0.5354472239865362,0.5374084757076268,0.1267056303025448,0.12004285510149297,-0.001961251721090629,35
