bootstrap_id,feature_combination,metric_name,value
0,regression,auc,0.7144742336924746
0,regression,ap,0.607824145732129
0,regression,f1,0.5827505827505828
0,regression,accuracy,0.6434262948207171
1,regression,auc,0.6888648404186587
1,regression,ap,0.5944370537446428
1,regression,f1,0.625
1,regression,accuracy,0.6653386454183267
2,regression,auc,0.6771673709821999
2,regression,ap,0.6195230755561183
2,regression,f1,0.6021505376344086
2,regression,accuracy,0.6314741035856574
3,regression,auc,0.6186236443968403
3,regression,ap,0.504774528033406
3,regression,f1,0.5364705882352941
3,regression,accuracy,0.6075697211155379
4,regression,auc,0.653559990145356
4,regression,ap,0.5663815831730823
4,regression,f1,0.5412844036697247
4,regression,accuracy,0.601593625498008
5,regression,auc,0.7274871039056743
5,regression,ap,0.6449926105536831
5,regression,f1,0.6213151927437641
5,regression,accuracy,0.6673306772908366
6,regression,auc,0.6868946559948258
6,regression,ap,0.6269675801097478
6,regression,f1,0.5844748858447488
6,regression,accuracy,0.6374501992031872
7,regression,auc,0.6628668445306816
7,regression,ap,0.5605789846231279
7,regression,f1,0.5827814569536424
7,regression,accuracy,0.6235059760956175
8,regression,auc,0.6519362923437626
8,regression,ap,0.5819347379772479
8,regression,f1,0.5791666666666667
8,regression,accuracy,0.5976095617529881
9,regression,auc,0.6931874530127804
9,regression,ap,0.6217862431733359
9,regression,f1,0.6101694915254238
9,regression,accuracy,0.6334661354581673
10,regression,auc,0.6647267206477732
10,regression,ap,0.5283197287574499
10,regression,f1,0.568075117370892
10,regression,accuracy,0.6334661354581673
11,regression,auc,0.6770797962648557
11,regression,ap,0.6166331271179923
11,regression,f1,0.6112359550561798
11,regression,accuracy,0.6553784860557769
12,regression,auc,0.7181495809155384
12,regression,ap,0.6527497185424781
12,regression,f1,0.6233766233766234
12,regression,accuracy,0.6533864541832669
13,regression,auc,0.6436888454011741
13,regression,ap,0.5363796776224214
13,regression,f1,0.5695364238410596
13,regression,accuracy,0.6115537848605578
14,regression,auc,0.6799483972108367
14,regression,ap,0.5874098253989821
14,regression,f1,0.5681818181818182
14,regression,accuracy,0.6215139442231076
15,regression,auc,0.6788027446453764
15,regression,ap,0.6214756700775714
15,regression,f1,0.6226012793176973
