Model,AUC-ROC,Average Precision,Accuracy,F1 Score
No Penalty,0.7157524768360676,0.7273306338509549,0.6558441558441559,0.6947275143996455
ElasticNet,0.7153694195980906,0.7270119633695759,0.6593406593406593,0.6995594713656388
L1,0.715349364245317,0.7273248796906187,0.6593406593406593,0.6984969053934571
L1,0.715349364245317,0.7273248796906187,0.6593406593406593,0.6984969053934571
L2,0.7152711483694998,0.7263554158523942,0.6588411588411588,0.700307152259763
BOLASSO,0.7150986723356463,0.7271251986113436,0.6613386613386614,0.7007943512797882
LARS-CV,0.7146243632425495,0.7249994042032608,0.6598401598401599,0.7017082785808147
LARS-Traps,0.7145080421964622,0.7249087097976062,0.6593406593406593,0.7016622922134733
RandomForest,0.6408507480646586,0.6612953144545151,0.6018981018981019,0.6064197530864197
