feature,coefficient
bert_logit_clarification,3.0566276382061295
pre_avgidf,-2.836341289584226
pre_simplified_clarity,2.472482912317957
clarity,0.5936552689243044
n_sigma_50,0.3516523504799808
wig,-0.22610793577636373
pre_maxscq,-0.2181613743696338
nqc,0.06950280484821379
pre_maxidf,-0.006272015963005226
pre_avgictf,0.0
smv,0.0
