bootstrap_id,feature_combination,metric_name,value
0,regression,auc,0.5782191868667436
0,regression,ap,0.49287198120610987
0,regression,f1,0.5656565656565656
0,regression,accuracy,0.5717131474103586
1,regression,auc,0.5498089873089873
1,regression,ap,0.45631785873774283
1,regression,f1,0.5062761506276151
1,regression,accuracy,0.5298804780876494
2,regression,auc,0.6230705447123357
2,regression,ap,0.5626289776652194
2,regression,f1,0.6042065009560229
2,regression,accuracy,0.5876494023904383
3,regression,auc,0.6340611068471675
3,regression,ap,0.5177397054166242
3,regression,f1,0.5672268907563025
3,regression,accuracy,0.5896414342629482
4,regression,auc,0.6019243313763862
4,regression,ap,0.47801783317480545
4,regression,f1,0.5667351129363449
4,regression,accuracy,0.5796812749003984
5,regression,auc,0.6279731587032096
5,regression,ap,0.528859908626424
5,regression,f1,0.610236220472441
5,regression,accuracy,0.6055776892430279
6,regression,auc,0.5934417185877466
6,regression,ap,0.5138196426058816
6,regression,f1,0.5469387755102041
6,regression,accuracy,0.5577689243027888
7,regression,auc,0.5961393672406888
7,regression,ap,0.5092203467266825
7,regression,f1,0.5965583173996176
7,regression,accuracy,0.5796812749003984
8,regression,auc,0.6113662641315519
8,regression,ap,0.5069977033749992
8,regression,f1,0.5992063492063492
8,regression,accuracy,0.5976095617529881
9,regression,auc,0.5669866952580536
9,regression,ap,0.47411650878484485
9,regression,f1,0.5487804878048781
9,regression,accuracy,0.5577689243027888
10,regression,auc,0.5935604370175699
10,regression,ap,0.4539645124625164
10,regression,f1,0.5531914893617021
10,regression,accuracy,0.5816733067729084
11,regression,auc,0.5979783393501805
11,regression,ap,0.5235761204904757
11,regression,f1,0.5685483870967742
11,regression,accuracy,0.5737051792828686
12,regression,auc,0.6023533204384268
12,regression,ap,0.519535784179977
12,regression,f1,0.567287784679089
12,regression,accuracy,0.5836653386454184
13,regression,auc,0.5877697376922083
13,regression,ap,0.49780320900212904
13,regression,f1,0.5316973415132924
13,regression,accuracy,0.5438247011952191
14,regression,auc,0.5977498562864416
14,regression,ap,0.5067672019163092
14,regression,f1,0.5473251028806584
14,regression,accuracy,0.5617529880478087
15,regression,auc,0.5686844970736354
15,regression,ap,0.3997256178427609
15,regression,f1,0.5204301075268817
15,regression,accuracy,0.5557768924302788
