error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.5146916286963208,0.534214116394295,0.0,0.0,0.019522487697974156,1
False Negative,0.507269686428014,0.5048108612969715,0.0744543621720103,0.049429720512743774,0.0024588251310424525,450
