metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.6786570743405276,0.6898148148148148,0.7207834400816857,0.7560115157972888,0.4,0.6,417
single_metric,0.6690647482014388,0.6805555555555556,0.72600482688202,0.7633158997963544,0.4,0.6,417
