conv_id,turn_id,entropy,num_retrieved_documents,num_unique_titles
-4469503464110108318,1,0.8739528276323965,100,52
4790842463458965203,1,0.9256055592407815,100,63
-6631915997977101143,1,0.9960426194872127,100,95
-3098213414945179817,1,0.9867644435392965,100,86
-927805218867163489,1,0.9603636144799046,100,72
-8765341210106443690,1,0.8732824584879344,100,57
-8984315366060644345,1,0.9803309451101944,100,91
-3359151041540098032,1,0.9333718138096261,100,74
6601536662148726350,1,0.9842100227629703,100,87
-4757397641844293607,1,0.8489033713642161,100,41
-6857918454805495301,1,0.8639960981250808,100,55
-4132174036373265970,1,0.9867644435392965,100,86
1561260788294720798,1,0.7378967285261121,100,45
-3609553841261159056,1,0.90070073524301,100,49
128788970421661020,1,0.8898977104380972,100,54
4722519916015127979,1,0.961058567742376,100,66
-1911980845281550523,1,0.8118115712606166,100,43
-8524801800420428358,1,0.9833264220822102,100,89
4776000106366522865,1,0.918141961283121,100,71
4723481094198751540,1,0.9460022140205029,100,65
-7461719336882424985,1,0.992292529844821,100,93
6629199459601104475,1,0.8993021811829466,100,59
-1688500492894023725,1,0.9948936026028745,100,95
-4920697783415402962,1,0.8812036164067838,100,62
-4950316745090894056,1,0.9034269202265813,100,53
-8652199953083038138,1,0.9264912437443195,100,66
7030758716024791080,1,0.8019516090658402,100,51
1237920926774398276,1,0.9114211460825958,100,60
4737873499269724327,1,0.8853958688474171,100,55
4123548744340087331,1,0.9967947712771132,100,96
-3430387669519489370,1,0.9081585331103493,100,75
6389345907245133102,1,0.9096753717621164,100,67
7063169977317265636,1,0.9530804997263604,100,75
-1672733591597131629,1,0.9549979782031143,100,74
3459755935653104243,1,0.9479743853857143,100,81
-7563488770313519534,1,0.948140239187929,100,67
3630976503357786326,1,0.9896575435124173,100,89
5998037098651415370,1,0.9846394056804767,100,88
7208068189874944399,1,0.9768300302095246,100,87
-3713688239328074547,1,0.9927563129434125,100,92
2034739379280412436,1,0.751031393887895,100,36
8651809831547260844,1,0.9930078891318309,100,94
1533477128984345682,1,0.9945367987010465,100,97
-5492391637682725131,1,0.935222534077819,100,70
-2558199766533138150,1,0.9463278852274528,100,60
-6363994615218497826,1,0.9823221227180378,100,86
3855307908076704970,1,0.9147970941597718,100,58
4063304367414770942,1,0.9898042320945593,100,94
-4110639543763413474,1,0.9018089424401576,100,60
5150378125952226530,1,0.9564050111955673,100,86
-229557364858904345,1,0.8947718711077945,100,53
-6875166619428307308,1,0.8449614337666108,100,42
5693531505008967478,1,0.9664797381772551,100,80
7754002205765507756,1,0.7186457636815118,100,38
-3944861237014469052,1,0.9948936026028745,100,95
-2590664031903851316,1,0.9601359927265013,100,82
3204171409264914923,1,0.9166561430623902,100,66
3240942651859718397,1,0.9008191584549672,100,55
2094392886389474592,1,0.894238178532599,100,58
4113432615092381478,1,0.9601359927265013,100,82
-1617571755505770769,1,0.9789533850940305,100,87
-5968852733411945019,1,0.9882999877815056,100,88
9118807424034544000,1,0.9649697266300578,100,80
6915912596627348551,1,0.8273597112892999,100,45
1332897475571730747,1,0.8211333593702235,100,44
-4283713808554560002,1,0.9991702919875756,100,99
1109919554091311092,1,0.8727113087293553,100,48
8505647719348789352,1,0.9265085786088023,100,76
-8086186598590428328,1,0.9439680011214473,100,68
2217144977440365678,1,0.9518276792202898,100,76
3141501970999254639,1,0.9683203827465758,100,82
6267368935580291991,1,0.9469450085188023,100,60
2375410666129136218,1,0.8799180407963223,100,55
-1120514028652364195,1,0.8833729321412258,100,50
369553729358573631,1,0.7402706967800289,100,47
-3521200059945079578,1,0.8828690176083323,100,48
-228017844504433803,1,0.9696167684445365,100,86
-6567021105969776914,1,0.9709433504162515,100,77
3191215928530494096,1,0.8756076287248684,100,55
-2071940157427414850,1,0.9505680606646617,100,59
-3800524559144424177,1,0.5902605027859457,100,27
-6839117089970381436,1,0.8977597673448394,100,78
-4490620988150231901,1,0.8874629047942327,100,60
1022217780810569079,1,0.9154283498339599,100,73
-862554052027960093,1,0.8852834644873809,100,63
-3516190339598522976,1,0.8418788388116035,100,52
-7748524737773999409,1,0.9918493956686097,100,95
3388798511401254812,1,0.9398426667133427,100,65
1459126538041943679,1,0.9937445857185365,100,95
-8834069158837396685,1,0.8468913790039614,100,50
-1757904552409029500,1,0.990280948188137,100,90
1004431282200370974,1,0.990280948188137,100,90
8184930622224282678,1,0.8657071546810424,100,54
8631327196287980755,1,0.9749104040617922,100,74
-2593355371932719161,1,0.9665189865064904,100,82
2837484115382116119,1,0.94404375019297,100,73
7199599312216372048,1,0.9150620088131564,100,59
-8850169184954446631,1,0.9941595822726911,100,94
-3897740693502172696,1,0.9686427968536621,100,79
-3471432714621884410,1,0.9836219362500299,100,91
6373189865465953269,1,0.8655638886499576,100,49
8092598956660291215,1,0.8525663082436173,100,59
62966941368680868,1,0.9224859261737368,100,70
5133876537670324411,1,0.9421128761216833,100,63
8932763630388059887,1,0.8596953232453052,100,64
8923681797804610584,1,0.5435922955658478,100,17
-2938945366077744797,1,0.7583216585318716,100,33
3527566788119942912,1,0.9823149196183795,100,89
618489770509518870,1,0.9684179961257541,100,79
-652117253746563674,1,0.8711600001400124,100,55
-2633917229646894638,1,0.9523262528418263,100,71
-5955439966878959532,1,0.9948936026028745,100,95
-586025167603300600,1,0.9948936026028745,100,95
4647818796298534404,1,0.9821844857749186,100,92
-7869146853815250428,1,0.953867526962233,100,75
7125146488385376967,1,0.8765419114220052,100,68
-6760592683069308709,1,0.9922925298448212,100,93
-2701905006672196275,1,0.761952206657524,100,38
-4268291779673036451,1,0.7862058932646211,100,39
6635381132510830269,1,0.8555984196177415,100,46
6906756762659846441,1,0.7868221241447179,100,44
41813383673449160,1,0.994159582272691,100,94
5736313144411923989,1,0.7194979555507016,100,30
2437211415582489495,1,0.9403406484413733,100,79
4121961896432917626,1,0.7874965615177592,100,41
3624155410679767933,1,0.8784314040309624,100,64
5277039265479571506,1,0.9895258094189767,100,90
-3139712300447252950,1,0.9999999999999979,100,100
-2433903014343400592,1,0.8784290300451778,100,47
8509594427725708011,1,0.9911082848606676,100,94
637466759495656530,1,0.9669696631372894,100,77
4388511442090327281,1,0.6812268076339529,100,31
4017581325391763586,1,0.9555722698820913,100,77
-970242290152935238,1,0.9975671417492393,100,97
-3051966899537699923,1,0.9937575482104958,100,96
9031064052174526065,1,0.8692986349711042,100,47
5024251034005721621,1,0.9650555255560664,100,76
-2931155045227159791,1,0.943251764909688,100,73
5872845962420620183,1,0.9715964289398261,100,85
3366606900654441491,1,0.9551980881453902,100,72
3475414091580580387,1,0.8414766099560854,100,46
8704046441982292961,1,0.9315135570551885,100,72
5297174100764498711,1,0.9754548197878425,100,83
2461403814842235149,1,0.9783971732343504,100,82
8874155628093512783,1,0.9478413755392435,100,78
-3987085921377590111,1,0.8721157770999711,100,46
-5252654481641015122,1,0.9464570053007911,100,73
4935647557411468240,1,0.9394000981920683,100,72
6655612156292942474,1,0.931095909469381,100,70
380411544211116045,1,0.9646606645085012,100,74
-1632922854823814808,1,0.9510987430150087,100,71
-554190377840485201,1,0.9878551483510181,100,91
-1418263699326033825,1,0.7141170676373885,100,36
-3646009549730386860,1,0.8531999378712931,100,50
-3326481077280280719,1,0.9343910443615949,100,75
-568636936416150712,1,0.9946013512818573,100,93
7769061837730635466,1,0.9595554411991282,100,69
5163503063546066409,1,0.8925783974763429,100,57
2948006481997108356,1,0.8867064256275561,100,61
797823664220494096,1,0.8977243746654276,100,63
8396894601969104271,1,0.8835117838645568,100,48
2422605926552012591,1,0.968320382746576,100,82
4813380737845046147,1,0.9185669922057998,100,63
1686977533775896988,1,0.9253370208442199,100,76
-4346356527042289819,1,0.9595463543433651,100,83
6378807296590501467,1,0.9537865907845261,100,63
7550329590348463483,1,0.9688378433841903,100,79
1696585547939608356,1,0.8929812844953955,100,58
8363516192822112952,1,0.994159582272691,100,94
5478464760366680266,1,0.7348813412964359,100,34
-8299256126645328547,1,0.9956483904099772,100,96
-8464915571535251869,1,0.9999999999999979,100,100
-8763258719371316497,1,0.993446940563339,100,93
-8904648380591290777,1,0.8712651066914807,100,62
-728768458666744436,1,0.995648390409977,100,96
2995876440875242696,1,0.720274785950253,100,29
