conv_id,turn_id,wig,num_retrieved_documents,topk_mean_score,bg_score,k,bg_count
-4469503464110108318,1,2.40970184326172,100,73.3610823059082,70.95138046264648,50,50
4790842463458965203,1,3.5710745239257835,100,76.30266998291016,72.73159545898437,50,50
-6631915997977101143,1,2.2069107055664072,100,78.04373580932617,75.83682510375976,50,50
-3098213414945179817,1,1.6530509948730405,100,76.04486526489258,74.39181427001954,50,50
-927805218867163489,1,2.5406599426269594,100,78.00308227539062,75.46242233276367,50,50
-8765341210106443690,1,2.5846020507812555,100,74.67093399047852,72.08633193969726,50,50
-8984315366060644345,1,2.9613809204101518,100,77.3684146118164,74.40703369140626,50,50
-3359151041540098032,1,1.7025750732421903,100,75.08757415771484,73.38499908447265,50,50
6601536662148726350,1,2.6387916564941407,100,77.60569534301757,74.96690368652344,50,50
-4757397641844293607,1,3.4219174194335973,100,76.80526412963867,73.38334671020507,50,50
-6857918454805495301,1,1.8898858642578154,100,77.00769592285157,75.11781005859375,50,50
-4132174036373265970,1,1.4058497619628867,100,70.7221305847168,69.31628082275391,50,50
1561260788294720798,1,2.5619934082031266,100,86.87451065063476,84.31251724243164,50,50
-3609553841261159056,1,1.4952612304687534,100,74.4951545715332,72.99989334106445,50,50
128788970421661020,1,2.8518870544433548,100,77.12105377197265,74.2691667175293,50,50
4722519916015127979,1,1.5610127258300737,100,73.72810134887695,72.16708862304688,50,50
-1911980845281550523,1,1.6385314941406244,100,78.80407089233398,77.16553939819336,50,50
-8524801800420428358,1,2.6764114379882744,100,81.20446441650391,78.52805297851563,50,50
4776000106366522865,1,2.632064514160154,100,76.63790786743164,74.00584335327149,50,50
4723481094198751540,1,2.811546630859382,100,81.37092269897461,78.55937606811523,50,50
-7461719336882424985,1,1.3792239379882818,100,69.8344921875,68.45526824951172,50,50
6629199459601104475,1,2.3687918090820346,100,74.05035629272462,71.68156448364257,50,50
-1688500492894023725,1,2.100348205566401,100,77.7796826171875,75.6793344116211,50,50
-4920697783415402962,1,4.0631800842285175,100,78.74177795410156,74.67859786987304,50,50
-4950316745090894056,1,1.1242196655273369,100,74.8024382019043,73.67821853637696,50,50
-8652199953083038138,1,1.8845651245117205,100,76.22861846923828,74.34405334472656,50,50
7030758716024791080,1,2.7953918457031204,100,72.21414367675781,69.41875183105469,50,50
1237920926774398276,1,1.6036779785156319,100,75.35126739501953,73.7475894165039,50,50
4737873499269724327,1,1.666341705322269,100,79.83039291381836,78.16405120849609,50,50
4123548744340087331,1,1.4202070617675804,100,74.58043716430664,73.16023010253906,50,50
-3430387669519489370,1,3.2492185974121095,100,75.71937561035156,72.47015701293945,50,50
6389345907245133102,1,3.04678039550781,100,79.39486953735351,76.3480891418457,50,50
7063169977317265636,1,2.204370727539061,100,76.08969512939453,73.88532440185547,50,50
-1672733591597131629,1,1.3337145996093733,100,73.62335113525391,72.28963653564453,50,50
3459755935653104243,1,2.0416604614257796,100,78.94725616455078,76.905595703125,50,50
-7563488770313519534,1,1.565384979248047,100,76.06780731201172,74.50242233276367,50,50
3630976503357786326,1,2.1805863952636666,100,77.20208389282226,75.0214974975586,50,50
5998037098651415370,1,2.7825308227539107,100,79.43871810913086,76.65618728637695,50,50
7208068189874944399,1,1.9834452819824162,100,78.31086303710937,76.32741775512696,50,50
-3713688239328074547,1,1.193100891113283,100,74.98585418701173,73.79275329589844,50,50
2034739379280412436,1,2.1062431335449223,100,75.33043991088867,73.22419677734375,50,50
8651809831547260844,1,2.056816253662108,100,72.18764251708984,70.13082626342774,50,50
1533477128984345682,1,2.4867417907714806,100,75.25401901245117,72.76727722167969,50,50
-5492391637682725131,1,2.898653106689454,100,82.832958984375,79.93430587768555,50,50
-2558199766533138150,1,1.6587771606445363,100,73.9365769958496,72.27779983520507,50,50
-6363994615218497826,1,1.9860604858398403,100,74.55559463500977,72.56953414916993,50,50
3855307908076704970,1,3.0553092956542947,100,83.24990325927735,80.19459396362305,50,50
4063304367414770942,1,1.108052215576177,100,69.40563125610352,68.29757904052734,50,50
-4110639543763413474,1,2.8734071350097667,100,74.68728302001954,71.81387588500976,50,50
5150378125952226530,1,3.0672776794433627,100,76.61672012329102,73.54944244384765,50,50
-229557364858904345,1,3.730321197509769,100,82.1850065612793,78.45468536376953,50,50
-6875166619428307308,1,2.241985778808594,100,85.12954315185547,82.88755737304687,50,50
5693531505008967478,1,2.741449279785154,100,78.13031051635743,75.38886123657227,50,50
7754002205765507756,1,3.074314270019536,100,76.66955474853516,73.59524047851562,50,50
-3944861237014469052,1,1.598728790283206,100,74.98189682006836,73.38316802978515,50,50
-2590664031903851316,1,2.601670379638675,100,80.24803283691406,77.64636245727539,50,50
3204171409264914923,1,3.2213188171386764,100,83.5090609741211,80.28774215698242,50,50
3240942651859718397,1,1.532120513916015,100,75.47300857543945,73.94088806152344,50,50
2094392886389474592,1,1.8589074707031228,100,82.83419830322265,80.97529083251953,50,50
4113432615092381478,1,4.896294860839837,100,79.69897552490234,74.8026806640625,50,50
-1617571755505770769,1,1.6151989746093784,100,72.76479248046876,71.14959350585937,50,50
-5968852733411945019,1,2.5306764221191433,100,78.56519638061523,76.03451995849609,50,50
9118807424034544000,1,2.790864410400395,100,74.28843017578124,71.49756576538086,50,50
6915912596627348551,1,4.435698242187507,100,78.7146826171875,74.278984375,50,50
1332897475571730747,1,2.6554244995117164,100,73.9686587524414,71.31323425292969,50,50
-4283713808554560002,1,1.3661546325683542,100,72.12317153930664,70.75701690673829,50,50
1109919554091311092,1,1.6617596435546944,100,73.93052444458007,72.26876480102538,50,50
8505647719348789352,1,2.4771275329589857,100,75.69966049194336,73.22253295898437,50,50
-8086186598590428328,1,1.7144537353515603,100,70.3880859375,68.67363220214844,50,50
2217144977440365678,1,2.2008859252929733,100,73.5627508544922,71.36186492919921,50,50
3141501970999254639,1,2.412751007080075,100,75.80217422485352,73.38942321777344,50,50
6267368935580291991,1,1.897983245849606,100,79.00439025878906,77.10640701293946,50,50
2375410666129136218,1,2.5581973266601494,100,78.20148849487305,75.6432911682129,50,50
-1120514028652364195,1,4.034966125488281,100,86.14308166503906,82.10811553955078,50,50
369553729358573631,1,2.2574084472656257,100,77.51016586303712,75.25275741577148,50,50
-3521200059945079578,1,2.0058744812011673,100,78.35152908325195,76.34565460205079,50,50
-228017844504433803,1,1.723554534912103,100,72.3536309814453,70.63007644653321,50,50
-6567021105969776914,1,1.256534729003904,100,73.31972763061523,72.06319290161133,50,50
3191215928530494096,1,2.3667062377929717,100,69.29628768920898,66.92958145141601,50,50
-2071940157427414850,1,1.7118664550781255,100,78.65782302856445,76.94595657348633,50,50
-3800524559144424177,1,3.3729904174804712,100,78.0889646911621,74.71597427368164,50,50
-6839117089970381436,1,1.9504988098144524,100,68.78846633911132,66.83796752929688,50,50
-4490620988150231901,1,4.140806274414067,100,72.15646392822265,68.01565765380859,50,50
