conv_id,turn_id,mean_similarity,sum_similarity,num_similarity_pairs,num_retrieved_documents
-4469503464110108318,1,0.7642498016357422,3783.03662109375,4950,100
4790842463458965203,1,0.6939582824707031,3435.093505859375,4950,100
-6631915997977101143,1,0.6496292948722839,3215.6650390625,4950,100
-3098213414945179817,1,0.6806627511978149,3369.28076171875,4950,100
-927805218867163489,1,0.6618988513946533,3276.399169921875,4950,100
-8765341210106443690,1,0.7318776845932007,3622.79443359375,4950,100
-8984315366060644345,1,0.6711536645889282,3322.210693359375,4950,100
-3359151041540098032,1,0.7196872234344482,3562.45166015625,4950,100
6601536662148726350,1,0.6939247846603394,3434.927734375,4950,100
-4757397641844293607,1,0.729505181312561,3611.05078125,4950,100
-6857918454805495301,1,0.7440945506095886,3683.26806640625,4950,100
-4132174036373265970,1,0.6946093440055847,3438.316162109375,4950,100
1561260788294720798,1,0.776908278465271,3845.696044921875,4950,100
-3609553841261159056,1,0.7525566816329956,3725.155517578125,4950,100
128788970421661020,1,0.7396438717842102,3661.2373046875,4950,100
4722519916015127979,1,0.7166305780410767,3547.3212890625,4950,100
-1911980845281550523,1,0.7675445079803467,3799.34521484375,4950,100
-8524801800420428358,1,0.6570848822593689,3252.5703125,4950,100
4776000106366522865,1,0.6531031727790833,3232.860595703125,4950,100
4723481094198751540,1,0.7496259212493896,3710.6484375,4950,100
-7461719336882424985,1,0.6661092638969421,3297.24072265625,4950,100
6629199459601104475,1,0.7507791519165039,3716.35693359375,4950,100
-1688500492894023725,1,0.6427655220031738,3181.689453125,4950,100
-4920697783415402962,1,0.7076416611671448,3502.826171875,4950,100
-4950316745090894056,1,0.7068175673484802,3498.746826171875,4950,100
-8652199953083038138,1,0.6989830732345581,3459.96630859375,4950,100
7030758716024791080,1,0.7290686964988708,3608.89013671875,4950,100
1237920926774398276,1,0.7422990798950195,3674.38037109375,4950,100
4737873499269724327,1,0.7050366401672363,3489.931396484375,4950,100
4123548744340087331,1,0.6660411953926086,3296.90380859375,4950,100
-3430387669519489370,1,0.6673932671546936,3303.5966796875,4950,100
6389345907245133102,1,0.664301872253418,3288.294189453125,4950,100
7063169977317265636,1,0.7212600708007812,3570.2373046875,4950,100
-1672733591597131629,1,0.7077415585517883,3503.32080078125,4950,100
3459755935653104243,1,0.6547913551330566,3241.21728515625,4950,100
-7563488770313519534,1,0.7252321839332581,3589.8994140625,4950,100
3630976503357786326,1,0.6694766283035278,3313.9091796875,4950,100
5998037098651415370,1,0.6842837333679199,3387.20458984375,4950,100
7208068189874944399,1,0.6476990580558777,3206.1103515625,4950,100
-3713688239328074547,1,0.6963281631469727,3446.824462890625,4950,100
2034739379280412436,1,0.769888162612915,3810.9462890625,4950,100
8651809831547260844,1,0.6773759722709656,3353.010986328125,4950,100
1533477128984345682,1,0.6589444279670715,3261.77490234375,4950,100
-5492391637682725131,1,0.7393344640731812,3659.70556640625,4950,100
-2558199766533138150,1,0.7678542137145996,3800.87841796875,4950,100
