Model,AUC-ROC,Average Precision,Accuracy,F1 Score
No Penalty,0.6974158677951144,0.7137254581897434,0.5834165834165834,0.4425133689839572
L1,0.6971661786530825,0.7122749870084558,0.5744255744255744,0.4132231404958678
BOLASSO,0.6971661786530825,0.7122749870084558,0.5744255744255744,0.4132231404958678
ElasticNet,0.6959397938309735,0.7101125198391081,0.5704295704295704,0.4011142061281337
LARS-CV,0.6951997513136257,0.7090062328455848,0.5684315684315684,0.3949579831932773
L2,0.6951496129316915,0.7091341883023152,0.5689310689310689,0.39523475823405746
LARS-Traps,0.6951496129316915,0.7091341883023152,0.5689310689310689,0.39523475823405746
RandomForest,0.6159916369178934,0.6297047629441513,0.542957042957043,0.43202979515828677
