metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.5755395683453237,0.4119601328903654,0.7127050127050126,0.7206214455389444,0.4,0.6,417
single_metric,0.6498800959232613,0.6507177033492823,0.7235851235851236,0.7375547791739916,0.4,0.6,417
