error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.3938093511652243,0.425847448827031,0.07155376813643026,0.1264796754097227,0.03203809766180671,198
False Negative,0.4552181669753659,0.5575255744094961,0.06688707263100453,0.13069011149959275,-0.10230740743413025,145
