metric,accuracy,f1,auc,ap,confidence_range_low,confidence_range_high,n_samples
regression,0.5635491606714629,0.28346456692913385,0.7071543593282724,0.6988004422771668,0.4,0.6,417
single_metric,0.6522781774580336,0.6539379474940334,0.7242466068553024,0.7214465234429903,0.4,0.6,417
