error_type,mean_regression,mean_single,std_regression,std_single,improvement,n_samples
False Positive,0.3999337631303109,0.4382910799659873,0.06155185174693422,0.12065180651123177,0.03835731683567639,207
False Negative,0.4400834252799214,0.53248578120982,0.07051633938925897,0.14104290170226808,-0.09240235592989865,158
