Model,AUC-ROC,Average Precision,Accuracy,F1 Score
BOLASSO,0.6980666639926196,0.713071345216281,0.5669330669330669,0.391578947368421
LARS-CV,0.693235329509446,0.706681535258145,0.5584415584415584,0.36857142857142855
LARS-Traps,0.6928412418274438,0.7063050888438385,0.5599400599400599,0.37026447462473194
L1,0.6912909630580402,0.7079039500055246,0.6523476523476524,0.6621359223300971
L1,0.6912909630580402,0.7079039500055246,0.5744255744255744,0.421195652173913
ElasticNet,0.6905980506197105,0.7072421648172741,0.5724275724275725,0.41689373297002724
L2,0.6902771649753319,0.7069450554237395,0.5729270729270729,0.4171779141104294
No Penalty,0.6900425173478801,0.7068051770076429,0.5734265734265734,0.4206241519674355
RandomForest,0.6248215073603144,0.6500018717331194,0.5574425574425574,0.4178712220762155
